,Source,InstitutionX,Target,InstitutionY,ProjectId,Acro,Title,StartDate,TotalCost,Type
2584,115,Agronomski fakultet,9,Ekonomski fakultet u Osijeku,4782,CroViZone,Prilagodba vinogradarskih zona RH klimatskim promjenama,2020-05-01,2004.8,
2585,9,Ekonomski fakultet u Osijeku,79,"Prirodoslovno-matematički fakultet, Zagreb",4782,CroViZone,Prilagodba vinogradarskih zona RH klimatskim promjenama,2020-05-01,2004.8,
2586,9,Ekonomski fakultet u Osijeku,115,Agronomski fakultet,4782,CroViZone,Prilagodba vinogradarskih zona RH klimatskim promjenama,2020-05-01,2004.8,
2590,79,"Prirodoslovno-matematički fakultet, Zagreb",42,Prehrambeno-biotehnološki fakultet,4787,,"Bioaktivne molekule ljekovitog bilja kao prirodni antioksidansi, mikrobiocidi i konzervansi",2019-12-20,2004.8,
2591,79,"Prirodoslovno-matematički fakultet, Zagreb",5,Farmaceutsko-biokemijski fakultet,4787,,"Bioaktivne molekule ljekovitog bilja kao prirodni antioksidansi, mikrobiocidi i konzervansi",2019-12-20,2004.8,
2592,42,Prehrambeno-biotehnološki fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",4787,,"Bioaktivne molekule ljekovitog bilja kao prirodni antioksidansi, mikrobiocidi i konzervansi",2019-12-20,2004.8,
2594,42,Prehrambeno-biotehnološki fakultet,5,Farmaceutsko-biokemijski fakultet,4787,,"Bioaktivne molekule ljekovitog bilja kao prirodni antioksidansi, mikrobiocidi i konzervansi",2019-12-20,2004.8,
2595,5,Farmaceutsko-biokemijski fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",4787,,"Bioaktivne molekule ljekovitog bilja kao prirodni antioksidansi, mikrobiocidi i konzervansi",2019-12-20,2004.8,
2596,5,Farmaceutsko-biokemijski fakultet,42,Prehrambeno-biotehnološki fakultet,4787,,"Bioaktivne molekule ljekovitog bilja kao prirodni antioksidansi, mikrobiocidi i konzervansi",2019-12-20,2004.8,
2605,79,"Prirodoslovno-matematički fakultet, Zagreb",49,Fakultet šumarstva i drvne tehnologije,4842,DynaMyco,Dynamics of virus infection in mycovirus-mediated biological control of a fungal pathogen,2019-04-01,2004.8,
2606,79,"Prirodoslovno-matematički fakultet, Zagreb",238,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za biologiju",4842,DynaMyco,Dynamics of virus infection in mycovirus-mediated biological control of a fungal pathogen,2019-04-01,2004.8,
2607,49,Fakultet šumarstva i drvne tehnologije,79,"Prirodoslovno-matematički fakultet, Zagreb",4842,DynaMyco,Dynamics of virus infection in mycovirus-mediated biological control of a fungal pathogen,2019-04-01,2004.8,
2609,49,Fakultet šumarstva i drvne tehnologije,238,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za biologiju",4842,DynaMyco,Dynamics of virus infection in mycovirus-mediated biological control of a fungal pathogen,2019-04-01,2004.8,
2610,238,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za biologiju",79,"Prirodoslovno-matematički fakultet, Zagreb",4842,DynaMyco,Dynamics of virus infection in mycovirus-mediated biological control of a fungal pathogen,2019-04-01,2004.8,
2611,238,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za biologiju",49,Fakultet šumarstva i drvne tehnologije,4842,DynaMyco,Dynamics of virus infection in mycovirus-mediated biological control of a fungal pathogen,2019-04-01,2004.8,
2646,79,"Prirodoslovno-matematički fakultet, Zagreb",33,"Institut za fiziku, Zagreb",4891,Quantum CorES,Kvantno kritična materija u jako koreliranim elektronskim sustavima,2015-12-15,2004.8,
2647,79,"Prirodoslovno-matematički fakultet, Zagreb",34,Fakultet elektrotehnike i računarstva,4891,Quantum CorES,Kvantno kritična materija u jako koreliranim elektronskim sustavima,2015-12-15,2004.8,
2648,33,"Institut za fiziku, Zagreb",79,"Prirodoslovno-matematički fakultet, Zagreb",4891,Quantum CorES,Kvantno kritična materija u jako koreliranim elektronskim sustavima,2015-12-15,2004.8,
2650,33,"Institut za fiziku, Zagreb",34,Fakultet elektrotehnike i računarstva,4891,Quantum CorES,Kvantno kritična materija u jako koreliranim elektronskim sustavima,2015-12-15,2004.8,
2651,34,Fakultet elektrotehnike i računarstva,79,"Prirodoslovno-matematički fakultet, Zagreb",4891,Quantum CorES,Kvantno kritična materija u jako koreliranim elektronskim sustavima,2015-12-15,2004.8,
2652,34,Fakultet elektrotehnike i računarstva,33,"Institut za fiziku, Zagreb",4891,Quantum CorES,Kvantno kritična materija u jako koreliranim elektronskim sustavima,2015-12-15,2004.8,
2659,79,"Prirodoslovno-matematički fakultet, Zagreb",116,Hrvatski geološki institut,4896,REEBAUX,Izgledi za pridobivanje elemenata rijetkih zemalja iz boksita i crvenog mulja na području Istočne/Jugoistočne Europe,2019-01-01,2004.8,
2660,79,"Prirodoslovno-matematički fakultet, Zagreb",125,Rudarsko-geološko-naftni fakultet,4896,REEBAUX,Izgledi za pridobivanje elemenata rijetkih zemalja iz boksita i crvenog mulja na području Istočne/Jugoistočne Europe,2019-01-01,2004.8,
2661,116,Hrvatski geološki institut,79,"Prirodoslovno-matematički fakultet, Zagreb",4896,REEBAUX,Izgledi za pridobivanje elemenata rijetkih zemalja iz boksita i crvenog mulja na području Istočne/Jugoistočne Europe,2019-01-01,2004.8,
2663,116,Hrvatski geološki institut,125,Rudarsko-geološko-naftni fakultet,4896,REEBAUX,Izgledi za pridobivanje elemenata rijetkih zemalja iz boksita i crvenog mulja na području Istočne/Jugoistočne Europe,2019-01-01,2004.8,
2664,125,Rudarsko-geološko-naftni fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",4896,REEBAUX,Izgledi za pridobivanje elemenata rijetkih zemalja iz boksita i crvenog mulja na području Istočne/Jugoistočne Europe,2019-01-01,2004.8,
2665,125,Rudarsko-geološko-naftni fakultet,116,Hrvatski geološki institut,4896,REEBAUX,Izgledi za pridobivanje elemenata rijetkih zemalja iz boksita i crvenog mulja na području Istočne/Jugoistočne Europe,2019-01-01,2004.8,
2699,79,"Prirodoslovno-matematički fakultet, Zagreb",243,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za kemiju",4914,,Istraživanje stabilnih organometalnih halidnih perovksita s primjenama u fotovoltaicima,2017-10-01,2004.8,
2700,243,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za kemiju",79,"Prirodoslovno-matematički fakultet, Zagreb",4914,,Istraživanje stabilnih organometalnih halidnih perovksita s primjenama u fotovoltaicima,2017-10-01,2004.8,
2706,79,"Prirodoslovno-matematički fakultet, Zagreb",68,Hrvatska akademija znanosti i umjetnosti,4920,ČIGRA,Očuvanje populacija čigri u porječju Save i Drave,2017-10-02,2004.8,
2707,68,Hrvatska akademija znanosti i umjetnosti,79,"Prirodoslovno-matematički fakultet, Zagreb",4920,ČIGRA,Očuvanje populacija čigri u porječju Save i Drave,2017-10-02,2004.8,
2730,79,"Prirodoslovno-matematički fakultet, Zagreb",60,"Građevinski fakultet,  Zagreb",4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2731,79,"Prirodoslovno-matematički fakultet, Zagreb",78,Tekstilno-tehnološki fakultet,4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2732,79,"Prirodoslovno-matematički fakultet, Zagreb",84,Metalurški fakultet,4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2733,60,"Građevinski fakultet,  Zagreb",79,"Prirodoslovno-matematički fakultet, Zagreb",4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2735,60,"Građevinski fakultet,  Zagreb",78,Tekstilno-tehnološki fakultet,4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2736,60,"Građevinski fakultet,  Zagreb",84,Metalurški fakultet,4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2737,78,Tekstilno-tehnološki fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2738,78,Tekstilno-tehnološki fakultet,60,"Građevinski fakultet,  Zagreb",4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2740,78,Tekstilno-tehnološki fakultet,84,Metalurški fakultet,4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2741,84,Metalurški fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2742,84,Metalurški fakultet,60,"Građevinski fakultet,  Zagreb",4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2743,84,Metalurški fakultet,78,Tekstilno-tehnološki fakultet,4938,,Topološka svojstva optičkih i fotoničkih rešetki,2016-01-01,2004.8,
2890,79,"Prirodoslovno-matematički fakultet, Zagreb",68,Hrvatska akademija znanosti i umjetnosti,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2891,79,"Prirodoslovno-matematički fakultet, Zagreb",126,Institut za antropologiju,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2892,79,"Prirodoslovno-matematički fakultet, Zagreb",115,Agronomski fakultet,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2893,79,"Prirodoslovno-matematički fakultet, Zagreb",117,Hrvatski prirodoslovni muzej,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2894,68,Hrvatska akademija znanosti i umjetnosti,79,"Prirodoslovno-matematički fakultet, Zagreb",5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2896,68,Hrvatska akademija znanosti i umjetnosti,126,Institut za antropologiju,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2897,68,Hrvatska akademija znanosti i umjetnosti,115,Agronomski fakultet,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2898,68,Hrvatska akademija znanosti i umjetnosti,117,Hrvatski prirodoslovni muzej,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2899,126,Institut za antropologiju,79,"Prirodoslovno-matematički fakultet, Zagreb",5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2900,126,Institut za antropologiju,68,Hrvatska akademija znanosti i umjetnosti,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2902,126,Institut za antropologiju,115,Agronomski fakultet,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2903,126,Institut za antropologiju,117,Hrvatski prirodoslovni muzej,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2904,115,Agronomski fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2905,115,Agronomski fakultet,68,Hrvatska akademija znanosti i umjetnosti,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2906,115,Agronomski fakultet,126,Institut za antropologiju,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2908,115,Agronomski fakultet,117,Hrvatski prirodoslovni muzej,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2909,117,Hrvatski prirodoslovni muzej,79,"Prirodoslovno-matematički fakultet, Zagreb",5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2910,117,Hrvatski prirodoslovni muzej,68,Hrvatska akademija znanosti i umjetnosti,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2911,117,Hrvatski prirodoslovni muzej,126,Institut za antropologiju,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2912,117,Hrvatski prirodoslovni muzej,115,Agronomski fakultet,5056,MendTheGap,Smart Integration of Genetics with Sciences of the Past in Croatia: Minding and Mending the Gap,2016-02-01,2004.8,
2916,79,"Prirodoslovno-matematički fakultet, Zagreb",282,GENOS d.o.o.,5058,IBD-BIOM,Diagnostic and prognostic biomarkers for inflammatory bowel disease,2012-10-01,2004.8,
2917,282,GENOS d.o.o.,79,"Prirodoslovno-matematički fakultet, Zagreb",5058,IBD-BIOM,Diagnostic and prognostic biomarkers for inflammatory bowel disease,2012-10-01,2004.8,
2927,79,"Prirodoslovno-matematički fakultet, Zagreb",80,Fakultet strojarstva i brodogradnje,5069,REMAKE,Razvoj efikasne metodologije za analizu konstrukcije plovnih objekata metodom konačnih elemenata,2018-06-01,2004.8,
2928,80,Fakultet strojarstva i brodogradnje,79,"Prirodoslovno-matematički fakultet, Zagreb",5069,REMAKE,Razvoj efikasne metodologije za analizu konstrukcije plovnih objekata metodom konačnih elemenata,2018-06-01,2004.8,
2931,79,"Prirodoslovno-matematički fakultet, Zagreb",49,Fakultet šumarstva i drvne tehnologije,5070,MEMORIE,Mjere prilagodbe klimatskim promjenama za održivo upravljanje prirodnim resursima,2020-01-20,2004.8,
2932,79,"Prirodoslovno-matematički fakultet, Zagreb",115,Agronomski fakultet,5070,MEMORIE,Mjere prilagodbe klimatskim promjenama za održivo upravljanje prirodnim resursima,2020-01-20,2004.8,
2933,49,Fakultet šumarstva i drvne tehnologije,79,"Prirodoslovno-matematički fakultet, Zagreb",5070,MEMORIE,Mjere prilagodbe klimatskim promjenama za održivo upravljanje prirodnim resursima,2020-01-20,2004.8,
2935,49,Fakultet šumarstva i drvne tehnologije,115,Agronomski fakultet,5070,MEMORIE,Mjere prilagodbe klimatskim promjenama za održivo upravljanje prirodnim resursima,2020-01-20,2004.8,
2936,115,Agronomski fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",5070,MEMORIE,Mjere prilagodbe klimatskim promjenama za održivo upravljanje prirodnim resursima,2020-01-20,2004.8,
2937,115,Agronomski fakultet,49,Fakultet šumarstva i drvne tehnologije,5070,MEMORIE,Mjere prilagodbe klimatskim promjenama za održivo upravljanje prirodnim resursima,2020-01-20,2004.8,
2954,79,"Prirodoslovno-matematički fakultet, Zagreb",257,Sveučilište u Zagrebu,5077,INTEGRA-LIFE,Integrating research in molecular life sciences at the University of Zagreb,2013-06-01,2004.8,
2955,79,"Prirodoslovno-matematički fakultet, Zagreb",5,Farmaceutsko-biokemijski fakultet,5077,INTEGRA-LIFE,Integrating research in molecular life sciences at the University of Zagreb,2013-06-01,2004.8,
2956,257,Sveučilište u Zagrebu,79,"Prirodoslovno-matematički fakultet, Zagreb",5077,INTEGRA-LIFE,Integrating research in molecular life sciences at the University of Zagreb,2013-06-01,2004.8,
2958,257,Sveučilište u Zagrebu,5,Farmaceutsko-biokemijski fakultet,5077,INTEGRA-LIFE,Integrating research in molecular life sciences at the University of Zagreb,2013-06-01,2004.8,
2959,5,Farmaceutsko-biokemijski fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",5077,INTEGRA-LIFE,Integrating research in molecular life sciences at the University of Zagreb,2013-06-01,2004.8,
2960,5,Farmaceutsko-biokemijski fakultet,257,Sveučilište u Zagrebu,5077,INTEGRA-LIFE,Integrating research in molecular life sciences at the University of Zagreb,2013-06-01,2004.8,
3033,79,"Prirodoslovno-matematički fakultet, Zagreb",155,"Učiteljski fakultet, Zagreb",5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3034,79,"Prirodoslovno-matematički fakultet, Zagreb",75,Građevinski fakultet u Rijeci,5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3035,79,"Prirodoslovno-matematički fakultet, Zagreb",117,Hrvatski prirodoslovni muzej,5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3036,155,"Učiteljski fakultet, Zagreb",79,"Prirodoslovno-matematički fakultet, Zagreb",5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3038,155,"Učiteljski fakultet, Zagreb",75,Građevinski fakultet u Rijeci,5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3039,155,"Učiteljski fakultet, Zagreb",117,Hrvatski prirodoslovni muzej,5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3040,75,Građevinski fakultet u Rijeci,79,"Prirodoslovno-matematički fakultet, Zagreb",5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3041,75,Građevinski fakultet u Rijeci,155,"Učiteljski fakultet, Zagreb",5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3043,75,Građevinski fakultet u Rijeci,117,Hrvatski prirodoslovni muzej,5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3044,117,Hrvatski prirodoslovni muzej,79,"Prirodoslovno-matematički fakultet, Zagreb",5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3045,117,Hrvatski prirodoslovni muzej,155,"Učiteljski fakultet, Zagreb",5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3046,117,Hrvatski prirodoslovni muzej,75,Građevinski fakultet u Rijeci,5261,MULTISEK,Multimetrički sustav evaluacije krenobiocenoza,2013-08-01,2004.8,
3077,79,"Prirodoslovno-matematički fakultet, Zagreb",125,Rudarsko-geološko-naftni fakultet,5353,,"Spajanje Zapadnog i Istočnog Tethysa - geodinamski, paleooeceanografski i paleobiogeografski događaji",2020-03-01,2004.8,
3078,125,Rudarsko-geološko-naftni fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",5353,,"Spajanje Zapadnog i Istočnog Tethysa - geodinamski, paleooeceanografski i paleobiogeografski događaji",2020-03-01,2004.8,
3090,79,"Prirodoslovno-matematički fakultet, Zagreb",282,GENOS d.o.o.,5397,SYSCID,A Systems medicine approach to chronic inflammatory disease,2017-01-01,2004.8,
3091,282,GENOS d.o.o.,79,"Prirodoslovno-matematički fakultet, Zagreb",5397,SYSCID,A Systems medicine approach to chronic inflammatory disease,2017-01-01,2004.8,
3094,79,"Prirodoslovno-matematički fakultet, Zagreb",5,Farmaceutsko-biokemijski fakultet,5398,,Nova generacija visokoprotočnih glikoservisa,2016-10-03,2004.8,
3095,79,"Prirodoslovno-matematički fakultet, Zagreb",282,GENOS d.o.o.,5398,,Nova generacija visokoprotočnih glikoservisa,2016-10-03,2004.8,
3096,5,Farmaceutsko-biokemijski fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",5398,,Nova generacija visokoprotočnih glikoservisa,2016-10-03,2004.8,
3098,5,Farmaceutsko-biokemijski fakultet,282,GENOS d.o.o.,5398,,Nova generacija visokoprotočnih glikoservisa,2016-10-03,2004.8,
3099,282,GENOS d.o.o.,79,"Prirodoslovno-matematički fakultet, Zagreb",5398,,Nova generacija visokoprotočnih glikoservisa,2016-10-03,2004.8,
3100,282,GENOS d.o.o.,5,Farmaceutsko-biokemijski fakultet,5398,,Nova generacija visokoprotočnih glikoservisa,2016-10-03,2004.8,
3105,79,"Prirodoslovno-matematički fakultet, Zagreb",60,"Građevinski fakultet,  Zagreb",5546,BEACHEX,ODRŽIVA GRADNJA NASUTIH PLAŽA – GRADNJA NOVIH I POVEĆANJE KAPACITETA POSTOJEĆIH,2019-11-01,2004.8,
3106,79,"Prirodoslovno-matematički fakultet, Zagreb",75,Građevinski fakultet u Rijeci,5546,BEACHEX,ODRŽIVA GRADNJA NASUTIH PLAŽA – GRADNJA NOVIH I POVEĆANJE KAPACITETA POSTOJEĆIH,2019-11-01,2004.8,
3107,60,"Građevinski fakultet,  Zagreb",79,"Prirodoslovno-matematički fakultet, Zagreb",5546,BEACHEX,ODRŽIVA GRADNJA NASUTIH PLAŽA – GRADNJA NOVIH I POVEĆANJE KAPACITETA POSTOJEĆIH,2019-11-01,2004.8,
3109,60,"Građevinski fakultet,  Zagreb",75,Građevinski fakultet u Rijeci,5546,BEACHEX,ODRŽIVA GRADNJA NASUTIH PLAŽA – GRADNJA NOVIH I POVEĆANJE KAPACITETA POSTOJEĆIH,2019-11-01,2004.8,
3110,75,Građevinski fakultet u Rijeci,79,"Prirodoslovno-matematički fakultet, Zagreb",5546,BEACHEX,ODRŽIVA GRADNJA NASUTIH PLAŽA – GRADNJA NOVIH I POVEĆANJE KAPACITETA POSTOJEĆIH,2019-11-01,2004.8,
3111,75,Građevinski fakultet u Rijeci,60,"Građevinski fakultet,  Zagreb",5546,BEACHEX,ODRŽIVA GRADNJA NASUTIH PLAŽA – GRADNJA NOVIH I POVEĆANJE KAPACITETA POSTOJEĆIH,2019-11-01,2004.8,
3118,79,"Prirodoslovno-matematički fakultet, Zagreb",85,Fakultet kemijskog inženjerstva i tehnologije,6370,,Neočekivani prirodni poremećaji u područjima svjetske prirodne baštine: tehnologija obnove i praćenja ekološkog stanja,2020-01-01,2004.8,
3119,85,Fakultet kemijskog inženjerstva i tehnologije,79,"Prirodoslovno-matematički fakultet, Zagreb",6370,,Neočekivani prirodni poremećaji u područjima svjetske prirodne baštine: tehnologija obnove i praćenja ekološkog stanja,2020-01-01,2004.8,
3124,79,"Prirodoslovno-matematički fakultet, Zagreb",75,Građevinski fakultet u Rijeci,6573,,Mikroklimatsko istraživanje špilje Samograd,2020-10-01,2004.8,
3125,79,"Prirodoslovno-matematički fakultet, Zagreb",117,Hrvatski prirodoslovni muzej,6573,,Mikroklimatsko istraživanje špilje Samograd,2020-10-01,2004.8,
3126,75,Građevinski fakultet u Rijeci,79,"Prirodoslovno-matematički fakultet, Zagreb",6573,,Mikroklimatsko istraživanje špilje Samograd,2020-10-01,2004.8,
3128,75,Građevinski fakultet u Rijeci,117,Hrvatski prirodoslovni muzej,6573,,Mikroklimatsko istraživanje špilje Samograd,2020-10-01,2004.8,
3129,117,Hrvatski prirodoslovni muzej,79,"Prirodoslovno-matematički fakultet, Zagreb",6573,,Mikroklimatsko istraživanje špilje Samograd,2020-10-01,2004.8,
3130,117,Hrvatski prirodoslovni muzej,75,Građevinski fakultet u Rijeci,6573,,Mikroklimatsko istraživanje špilje Samograd,2020-10-01,2004.8,
3139,79,"Prirodoslovno-matematički fakultet, Zagreb",196,Sveučilište u Zadru,7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3140,79,"Prirodoslovno-matematički fakultet, Zagreb",34,Fakultet elektrotehnike i računarstva,7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3141,79,"Prirodoslovno-matematički fakultet, Zagreb",61,"Fakultet građevinarstva, arhitekture i geodezije u Splitu",7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3142,196,Sveučilište u Zadru,79,"Prirodoslovno-matematički fakultet, Zagreb",7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3144,196,Sveučilište u Zadru,34,Fakultet elektrotehnike i računarstva,7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3145,196,Sveučilište u Zadru,61,"Fakultet građevinarstva, arhitekture i geodezije u Splitu",7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3146,34,Fakultet elektrotehnike i računarstva,79,"Prirodoslovno-matematički fakultet, Zagreb",7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3147,34,Fakultet elektrotehnike i računarstva,196,Sveučilište u Zadru,7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3149,34,Fakultet elektrotehnike i računarstva,61,"Fakultet građevinarstva, arhitekture i geodezije u Splitu",7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3150,61,"Fakultet građevinarstva, arhitekture i geodezije u Splitu",79,"Prirodoslovno-matematički fakultet, Zagreb",7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3151,61,"Fakultet građevinarstva, arhitekture i geodezije u Splitu",196,Sveučilište u Zadru,7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3152,61,"Fakultet građevinarstva, arhitekture i geodezije u Splitu",34,Fakultet elektrotehnike i računarstva,7352,VODIME,VODIME - Vode Imotske krajine,2020-06-01,2004.8,
3155,79,"Prirodoslovno-matematički fakultet, Zagreb",5,Farmaceutsko-biokemijski fakultet,7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3156,79,"Prirodoslovno-matematički fakultet, Zagreb",282,GENOS d.o.o.,7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3157,79,"Prirodoslovno-matematički fakultet, Zagreb",318,Specijalna bolnica Sv. Katarina,7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3158,79,"Prirodoslovno-matematički fakultet, Zagreb",36,"Klinička bolnica ""Merkur""",7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3159,5,Farmaceutsko-biokemijski fakultet,79,"Prirodoslovno-matematički fakultet, Zagreb",7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3161,5,Farmaceutsko-biokemijski fakultet,282,GENOS d.o.o.,7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3162,5,Farmaceutsko-biokemijski fakultet,318,Specijalna bolnica Sv. Katarina,7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3163,5,Farmaceutsko-biokemijski fakultet,36,"Klinička bolnica ""Merkur""",7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3164,282,GENOS d.o.o.,79,"Prirodoslovno-matematički fakultet, Zagreb",7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3165,282,GENOS d.o.o.,5,Farmaceutsko-biokemijski fakultet,7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
3167,282,GENOS d.o.o.,318,Specijalna bolnica Sv. Katarina,7541,CardioMetabolic,Razvoj personaliziranog dijagnostičkog alata za prevenciju i liječenje kardiometaboličkih bolesti,2020-08-01,2004.8,
