,Source,InstitutionX,Target,InstitutionY,ProjectId,Acro,Title,StartDate,TotalCost,Type
87,66,Institut Ruđer Bošković,33,"Institut za fiziku, Zagreb",553,,Prosudba novih bioaktivnih materijala i postupaka u restaurativnoj dentalnoj medicini,2012-03-01,2004.8,undirected
88,66,Institut Ruđer Bošković,46,Stomatološki fakultet,553,,Prosudba novih bioaktivnih materijala i postupaka u restaurativnoj dentalnoj medicini,2012-03-01,2004.8,undirected
89,33,"Institut za fiziku, Zagreb",66,Institut Ruđer Bošković,553,,Prosudba novih bioaktivnih materijala i postupaka u restaurativnoj dentalnoj medicini,2012-03-01,2004.8,undirected
91,33,"Institut za fiziku, Zagreb",46,Stomatološki fakultet,553,,Prosudba novih bioaktivnih materijala i postupaka u restaurativnoj dentalnoj medicini,2012-03-01,2004.8,undirected
92,46,Stomatološki fakultet,66,Institut Ruđer Bošković,553,,Prosudba novih bioaktivnih materijala i postupaka u restaurativnoj dentalnoj medicini,2012-03-01,2004.8,undirected
93,46,Stomatološki fakultet,33,"Institut za fiziku, Zagreb",553,,Prosudba novih bioaktivnih materijala i postupaka u restaurativnoj dentalnoj medicini,2012-03-01,2004.8,undirected
119,66,Institut Ruđer Bošković,79,"Prirodoslovno-matematički fakultet, Zagreb",699,HADRONPHYSICS3,Study of Strongly Interacting Matter,2012-01-01,2004.8,undirected
120,79,"Prirodoslovno-matematički fakultet, Zagreb",66,Institut Ruđer Bošković,699,HADRONPHYSICS3,Study of Strongly Interacting Matter,2012-01-01,2004.8,undirected
139,66,Institut Ruđer Bošković,78,Tekstilno-tehnološki fakultet,786,BIOXYARN,In vitro evaluation of the biocompatibility of nanofibrous yarns from an oxidative stress perspective,2015-12-01,2004.8,undirected
140,78,Tekstilno-tehnološki fakultet,66,Institut Ruđer Bošković,786,BIOXYARN,In vitro evaluation of the biocompatibility of nanofibrous yarns from an oxidative stress perspective,2015-12-01,2004.8,undirected
149,66,Institut Ruđer Bošković,20,"Institut za medicinska istraživanja i medicinu rada, Zagreb",808,CONCERT,European Joint Programme for the Integration of Radiation Protection Research,2015-06-01,2004.8,undirected
150,20,"Institut za medicinska istraživanja i medicinu rada, Zagreb",66,Institut Ruđer Bošković,808,CONCERT,European Joint Programme for the Integration of Radiation Protection Research,2015-06-01,2004.8,undirected
343,66,Institut Ruđer Bošković,34,Fakultet elektrotehnike i računarstva,3483,TETRAMAX,TEchnology TRAnsfer via Multinational Application eXperiments,2018-09-01,2004.8,undirected
344,34,Fakultet elektrotehnike i računarstva,66,Institut Ruđer Bošković,3483,TETRAMAX,TEchnology TRAnsfer via Multinational Application eXperiments,2018-09-01,2004.8,undirected
353,66,Institut Ruđer Bošković,64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
354,66,Institut Ruđer Bošković,67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
355,66,Institut Ruđer Bošković,196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
356,66,Institut Ruđer Bošković,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
357,66,Institut Ruđer Bošković,259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
358,66,Institut Ruđer Bošković,185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
359,66,Institut Ruđer Bošković,154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
360,66,Institut Ruđer Bošković,199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
361,66,Institut Ruđer Bošković,298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
362,66,Institut Ruđer Bošković,63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
363,66,Institut Ruđer Bošković,255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
364,64,"Institut za jadranske kulture i melioraciju krša, Split",66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
366,64,"Institut za jadranske kulture i melioraciju krša, Split",67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
367,64,"Institut za jadranske kulture i melioraciju krša, Split",196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
368,64,"Institut za jadranske kulture i melioraciju krša, Split",163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
369,64,"Institut za jadranske kulture i melioraciju krša, Split",259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
370,64,"Institut za jadranske kulture i melioraciju krša, Split",185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
371,64,"Institut za jadranske kulture i melioraciju krša, Split",154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
372,64,"Institut za jadranske kulture i melioraciju krša, Split",199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
373,64,"Institut za jadranske kulture i melioraciju krša, Split",298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
374,64,"Institut za jadranske kulture i melioraciju krša, Split",63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
375,64,"Institut za jadranske kulture i melioraciju krša, Split",255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
376,67,"Institut za društvena istraživanja, Zagreb",66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
377,67,"Institut za društvena istraživanja, Zagreb",64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
379,67,"Institut za društvena istraživanja, Zagreb",196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
380,67,"Institut za društvena istraživanja, Zagreb",163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
381,67,"Institut za društvena istraživanja, Zagreb",259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
382,67,"Institut za društvena istraživanja, Zagreb",185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
383,67,"Institut za društvena istraživanja, Zagreb",154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
384,67,"Institut za društvena istraživanja, Zagreb",199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
385,67,"Institut za društvena istraživanja, Zagreb",298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
386,67,"Institut za društvena istraživanja, Zagreb",63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
387,67,"Institut za društvena istraživanja, Zagreb",255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
388,196,Sveučilište u Zadru,66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
389,196,Sveučilište u Zadru,64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
390,196,Sveučilište u Zadru,67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
392,196,Sveučilište u Zadru,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
393,196,Sveučilište u Zadru,259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
394,196,Sveučilište u Zadru,185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
395,196,Sveučilište u Zadru,154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
396,196,Sveučilište u Zadru,199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
397,196,Sveučilište u Zadru,298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
398,196,Sveučilište u Zadru,63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
399,196,Sveučilište u Zadru,255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
400,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
401,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
402,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
403,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
405,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
406,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
407,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
408,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
409,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
410,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
411,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
412,259,Sveučilište u Rijeci,66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
413,259,Sveučilište u Rijeci,64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
414,259,Sveučilište u Rijeci,67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
415,259,Sveučilište u Rijeci,196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
416,259,Sveučilište u Rijeci,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
418,259,Sveučilište u Rijeci,185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
419,259,Sveučilište u Rijeci,154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
420,259,Sveučilište u Rijeci,199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
421,259,Sveučilište u Rijeci,298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
422,259,Sveučilište u Rijeci,63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
423,259,Sveučilište u Rijeci,255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
424,185,Sveučilište u Splitu,66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
425,185,Sveučilište u Splitu,64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
426,185,Sveučilište u Splitu,67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
427,185,Sveučilište u Splitu,196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
428,185,Sveučilište u Splitu,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
429,185,Sveučilište u Splitu,259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
431,185,Sveučilište u Splitu,154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
432,185,Sveučilište u Splitu,199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
433,185,Sveučilište u Splitu,298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
434,185,Sveučilište u Splitu,63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
435,185,Sveučilište u Splitu,255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
436,154,Fakultet hrvatskih studija,66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
437,154,Fakultet hrvatskih studija,64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
438,154,Fakultet hrvatskih studija,67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
439,154,Fakultet hrvatskih studija,196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
440,154,Fakultet hrvatskih studija,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
441,154,Fakultet hrvatskih studija,259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
442,154,Fakultet hrvatskih studija,185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
444,154,Fakultet hrvatskih studija,199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
445,154,Fakultet hrvatskih studija,298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
446,154,Fakultet hrvatskih studija,63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
447,154,Fakultet hrvatskih studija,255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
448,199,Mediteranski institut za istraživanje života,66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
449,199,Mediteranski institut za istraživanje života,64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
450,199,Mediteranski institut za istraživanje života,67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
451,199,Mediteranski institut za istraživanje života,196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
452,199,Mediteranski institut za istraživanje života,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
453,199,Mediteranski institut za istraživanje života,259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
454,199,Mediteranski institut za istraživanje života,185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
455,199,Mediteranski institut za istraživanje života,154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
457,199,Mediteranski institut za istraživanje života,298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
458,199,Mediteranski institut za istraživanje života,63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
459,199,Mediteranski institut za istraživanje života,255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
460,298,Hrvatsko katoličko sveučilište,66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
461,298,Hrvatsko katoličko sveučilište,64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
462,298,Hrvatsko katoličko sveučilište,67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
463,298,Hrvatsko katoličko sveučilište,196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
464,298,Hrvatsko katoličko sveučilište,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
465,298,Hrvatsko katoličko sveučilište,259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
466,298,Hrvatsko katoličko sveučilište,185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
467,298,Hrvatsko katoličko sveučilište,154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
468,298,Hrvatsko katoličko sveučilište,199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
470,298,Hrvatsko katoličko sveučilište,63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
471,298,Hrvatsko katoličko sveučilište,255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
472,63,"Staroslavenski institut, Zagreb",66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
473,63,"Staroslavenski institut, Zagreb",64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
474,63,"Staroslavenski institut, Zagreb",67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
475,63,"Staroslavenski institut, Zagreb",196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
476,63,"Staroslavenski institut, Zagreb",163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
477,63,"Staroslavenski institut, Zagreb",259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
478,63,"Staroslavenski institut, Zagreb",185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
479,63,"Staroslavenski institut, Zagreb",154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
480,63,"Staroslavenski institut, Zagreb",199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
481,63,"Staroslavenski institut, Zagreb",298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
483,63,"Staroslavenski institut, Zagreb",255,Sveučilište Jurja Dobrile u Puli,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
484,255,Sveučilište Jurja Dobrile u Puli,66,Institut Ruđer Bošković,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
485,255,Sveučilište Jurja Dobrile u Puli,64,"Institut za jadranske kulture i melioraciju krša, Split",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
486,255,Sveučilište Jurja Dobrile u Puli,67,"Institut za društvena istraživanja, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
487,255,Sveučilište Jurja Dobrile u Puli,196,Sveučilište u Zadru,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
488,255,Sveučilište Jurja Dobrile u Puli,163,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Odjel za matematiku",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
489,255,Sveučilište Jurja Dobrile u Puli,259,Sveučilište u Rijeci,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
490,255,Sveučilište Jurja Dobrile u Puli,185,Sveučilište u Splitu,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
491,255,Sveučilište Jurja Dobrile u Puli,154,Fakultet hrvatskih studija,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
492,255,Sveučilište Jurja Dobrile u Puli,199,Mediteranski institut za istraživanje života,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
493,255,Sveučilište Jurja Dobrile u Puli,298,Hrvatsko katoličko sveučilište,3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
494,255,Sveučilište Jurja Dobrile u Puli,63,"Staroslavenski institut, Zagreb",3611,TPTF_ERN,Techno-Past Techno-Future: European Researchers' Night,2018-08-01,2004.8,undirected
499,66,Institut Ruđer Bošković,288,Fakultet za fiziku,3675,NetNano,3D mreže kompleksnih Ge-baziranih nanostruktura u staklima: svojstva i primjene,2018-09-01,2004.8,undirected
500,288,Fakultet za fiziku,66,Institut Ruđer Bošković,3675,NetNano,3D mreže kompleksnih Ge-baziranih nanostruktura u staklima: svojstva i primjene,2018-09-01,2004.8,undirected
528,66,Institut Ruđer Bošković,34,Fakultet elektrotehnike i računarstva,3807,DATACROSS,Napredne metode i tehnologije u znanosti o podatcima i kooperativnim sustavima,2017-11-01,2004.8,undirected
529,66,Institut Ruđer Bošković,80,Fakultet strojarstva i brodogradnje,3807,DATACROSS,Napredne metode i tehnologije u znanosti o podatcima i kooperativnim sustavima,2017-11-01,2004.8,undirected
530,34,Fakultet elektrotehnike i računarstva,66,Institut Ruđer Bošković,3807,DATACROSS,Napredne metode i tehnologije u znanosti o podatcima i kooperativnim sustavima,2017-11-01,2004.8,undirected
